brand,name,info,hieu_luc,gioi_han,chi_tieu_toi_thieu,doi_tuong_khach_hang,link,popup_content
agoda,Giảm 10% Mọi Chỗ Nghỉ,Tải ngay app & nhận voucher Agoda giảm 10% đơn đặt phòng,31 Tháng 12 2025,Áp dụng cho lần đầu đặt phòng trên App,Không yêu cầu đơn hàng tối thiểu,Tất cả khách hàng,"app.util.quickPopup('9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 10% Trên App - iOS,Mã giảm giá Agoda 10% khi đặt khách sạn toàn cầu trên app,31 Tháng 12 2024,Chỉ áp dụng trên app cho thiết bị iOS,Không yêu cầu đơn hàng tối thiểu,Người dùng hiện tại,"app.util.quickPopup('0e1774e3-ef2f-4d3d-99e3-34851f1f2183','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 10% Khách Sạn Du Lịch,Mã giảm giá Agoda 10% khi đặt khách sạn du lịch chọn lọc trên app,31 Tháng 12 2024,"Nhập mã tại phần ""Ưu đãi"" trên app để thu thập",Không yêu cầu đơn hàng tối thiểu,Người dùng hiện tại,"app.util.quickPopup('ccded95c-e55f-44f0-9769-bb7bced194b4','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 5% Trên App,Mã khuyến mãi Agoda giảm 5% đặt chỗ nghỉ chọn lọc trên app,31 Tháng 12 2024,"Nhập mã tại phần ""Ưu đãi"" trên app để thu thập",Không yêu cầu đơn hàng tối thiểu,Người dùng hiện tại,"app.util.quickPopup('3e180c90-41f5-4570-aea2-8547a50c1e39','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 5% Chỗ Nghỉ Chọn Lọc,Mã giảm giá Agoda 5% đặt chỗ nghỉ du lịch chọn lọc,31 Tháng 12 2024,"Nhập mã tại phần ""Ưu đãi"" trên app để thu thập",Không yêu cầu đơn hàng tối thiểu,Tất cả khách hàng,"app.util.quickPopup('32ee2851-5e15-4afd-aed0-0921be00284d','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 5% Mọi Đơn Hàng,Mã giảm giá Agoda 5% tối đa 800K cho mọi đơn hàng,31 Tháng 12 2025,Tối đa 800K,Không yêu cầu đơn hàng tối thiểu,Người dùng hiện tại,"app.util.quickPopup('d3372acf-26f9-497f-80a8-2baca0b9c07c','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 20% - KBank,[KBank] Voucher Agoda giảm giá 20% đến 1 Triệu đặt khách sạn toàn cầu,30 Tháng 4 2025,Tối đa 1 Triệu,Không yêu cầu đơn hàng tối thiểu,Khách hàng thanh toán bằng thẻ tín dụng KBank Cashback Plus,"app.util.quickPopup('609a7a2d-2ec4-407e-acde-318711b27800','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 20% - VISA,[VISA] Voucher Agoda giảm 20% đến 900K mọi đơn đặt khách sạn,30 Tháng 9 2025,Tối đa 900K,Không yêu cầu đơn hàng tối thiểu,Khách hàng thanh toán bằng thẻ VISA,"app.util.quickPopup('44a629dd-b5f8-4651-bfb8-3f6ce0fb4e3b','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 15% - Techcombank,[Techcombank] Voucher Agoda giảm 15% tối đa 300K đặt phòng khách sạn,31 Tháng 1 2025,Tối đa 300K,Không yêu cầu đơn hàng tối thiểu,Khách hàng thanh toán bằng thẻ Techcombank,"app.util.quickPopup('5da48d95-6101-4888-9ffe-8590fc61cd45','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 12% - MasterCard,[MasterCard] Voucher Agoda giảm đến 12% tối đa 1.2 Triệu đặt khách sạn,31 Tháng 12 2025,Tối đa 1.2 Triệu,Không yêu cầu đơn hàng tối thiểu,Khách hàng thanh toán bằng thẻ MasterCard,"app.util.quickPopup('cc2d1730-da11-41d1-9b24-2604ce527105','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 15% Sale Giáng Sinh,[Sale Giáng Sinh] Voucher Agoda giảm giá 15% khách sạn toàn cầu,30 Tháng 12 2024,---,Không yêu cầu đơn hàng tối thiểu,Người dùng hiện tại,"app.util.quickPopup('4072759a-3458-4101-8175-37e39f1a9158','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
agoda,Giảm 15% Sale Giữa Tháng,[Sale giữa tháng] Voucher Agoda giảm đến 15% cho khách sạn toàn thế giới,25 Tháng 12 2024,---,Không yêu cầu đơn hàng tối thiểu,Người dùng hiện tại,"app.util.quickPopup('fa04b879-b189-4cb1-b73e-f4e257ae1d7e','agoda');app.util.quickConversion('c', 'agoda');",9ce3e5fb-fea0-4a7f-9e9c-8e5076c2a6f2
